drugname1	drugname2	cell_line	synergy	fold	drug1_fold	drug2_fold	cell_fold
MK-2206	MK-8776	A2058	-0.3875	9	0	5	0
MK-2206	OXALIPLATIN	A2058	0.2274999999999998	8	0	7	0
MK-4541	5-FU	A2058	0.8600000000000001	7	1	0	0
MK-4541	AZD1775	A2058	0.2674999999999999	4	1	2	0
MK-4541	BEZ-235	A2058	1.0625	4	1	3	0
MK-4541	BORTEZOMIB	A2058	1.525	6	1	4	0
MK-4541	CARBOPLATIN	A2058	-1.8175	9	1	5	0
MK-4541	CYCLOPHOSPHAMIDE	A2058	3.5575	0	1	6	0
MK-4541	DASATINIB	A2058	-1.06	4	1	7	0
MK-4541	DEXAMETHASONE	A2058	-2.1524999999999994	6	1	8	0
MK-4541	DINACICLIB	A2058	1.6500000000000004	9	1	9	0
MK-4541	DOXORUBICIN	A2058	0.4850000000000001	2	1	0	0
MK-4541	ERLOTINIB	A2058	-1.8425	5	1	1	0
MK-4541	ETOPOSIDE	A2058	2.49	1	1	2	0
MK-4541	GELDANAMYCIN	A2058	2.685	8	1	3	0
MK-4541	GEMCITABINE	A2058	2.6025	9	1	4	0
MK-4541	L778123	A2058	2.9675	9	1	5	0
MK-4541	LAPATINIB	A2058	-0.3399999999999999	5	1	6	0
MK-4541	MK-2206	A2058	-2.8425	5	1	0	0
MK-4541	MK-4827	A2058	-2.435	8	1	2	0
MK-4541	MK-5108	A2058	-1.77	5	1	3	0
MK-4541	MK-8669	A2058	0.1024999999999999	8	1	4	0
MK-4541	MRK-003	A2058	-1.62	3	1	6	0
MK-4541	PD325901	A2058	2.6225	1	1	9	0
MK-4541	SN-38	A2058	1.6875	4	1	0	0
MK-4541	TEMOZOLOMIDE	A2058	-2.4725	9	1	3	0
MK-4541	TOPOTECAN	A2058	2.18	0	1	4	0
MK-4541	ZOLINZA	A2058	1.1975	3	1	7	0
MK-4827	BORTEZOMIB	A2058	1.645	4	2	4	0
MK-4827	DASATINIB	A2058	-2.5375	7	2	7	0
MK-4827	DINACICLIB	A2058	0.1625000000000001	0	2	9	0
MK-4827	ERLOTINIB	A2058	0.37	5	2	1	0
MK-4827	MK-8669	A2058	0.6400000000000001	0	2	4	0
MK-4827	PD325901	A2058	-3.3575	7	2	9	0
MK-4827	SORAFENIB	A2058	-1.69	3	2	1	0
MK-4827	TOPOTECAN	A2058	-1.5850000000000002	5	2	4	0
MK-5108	BEZ-235	A2058	3.3125	3	3	3	0
MK-5108	BORTEZOMIB	A2058	0.3575	2	3	4	0
MK-5108	DINACICLIB	A2058	-0.12	6	3	9	0
MK-5108	ERLOTINIB	A2058	3.3325000000000005	4	3	1	0
MK-5108	GELDANAMYCIN	A2058	-0.19	9	3	3	0
MK-5108	MK-2206	A2058	1.2999999999999998	2	3	0	0
MK-5108	OXALIPLATIN	A2058	-0.7699999999999999	3	3	7	0
MK-5108	PD325901	A2058	-0.0749999999999999	3	3	9	0
MK-5108	SN-38	A2058	1.435	4	3	0	0
MK-8669	OXALIPLATIN	A2058	2.8	7	4	7	0
MK-8669	SN-38	A2058	3.335	4	4	0	0
MK-8669	TOPOTECAN	A2058	-2.2575000000000003	9	4	4	0
MRK-003	DINACICLIB	A2058	2.2375	0	6	9	0
MRK-003	DOXORUBICIN	A2058	0.47	1	6	0	0
MRK-003	METHOTREXATE	A2058	-2.8	4	6	8	0
MRK-003	MK-5108	A2058	-0.0274999999999999	8	6	3	0
MRK-003	MK-8776	A2058	3.25	5	6	5	0
MRK-003	PACLITAXEL	A2058	2.955	6	6	8	0
OXALIPLATIN	DINACICLIB	A2058	3.4075	1	7	9	0
PACLITAXEL	AZD1775	A2058	1.1324999999999998	6	8	2	0
PACLITAXEL	BEZ-235	A2058	-0.3199999999999998	0	8	3	0
PACLITAXEL	BORTEZOMIB	A2058	1.6325	8	8	4	0
PACLITAXEL	DASATINIB	A2058	1.1825	5	8	7	0
PACLITAXEL	DINACICLIB	A2058	-0.1124999999999999	7	8	9	0
PACLITAXEL	ERLOTINIB	A2058	-1.405	6	8	1	0
PACLITAXEL	GELDANAMYCIN	A2058	0.105	5	8	3	0
PACLITAXEL	LAPATINIB	A2058	0.5775	9	8	6	0
PACLITAXEL	MK-2206	A2058	0.1274999999999999	3	8	0	0
PACLITAXEL	MK-8669	A2058	-0.4725	0	8	4	0
PACLITAXEL	MK-8776	A2058	-2.03	2	8	5	0
PACLITAXEL	SORAFENIB	A2058	2.72	8	8	1	0
PACLITAXEL	TEMOZOLOMIDE	A2058	-2.12	5	8	3	0
PACLITAXEL	ZOLINZA	A2058	1.46	4	8	7	0
PD325901	DASATINIB	A2058	0.715	2	9	7	0
PD325901	GELDANAMYCIN	A2058	-1.135	1	9	3	0
PD325901	MK-8776	A2058	0.2700000000000001	3	9	5	0
PD325901	SN-38	A2058	0.8600000000000001	2	9	0	0
PD325901	TOPOTECAN	A2058	2.795	1	9	4	0
SUNITINIB	MK-4827	A2058	0.7599999999999999	0	2	2	0
SUNITINIB	MK-5108	A2058	3.0275000000000003	8	2	3	0
SUNITINIB	TEMOZOLOMIDE	A2058	1.2525	2	2	3	0
SUNITINIB	TOPOTECAN	A2058	1.8875	7	2	4	0
TEMOZOLOMIDE	BEZ-235	A2058	-0.9975	6	3	3	0
TEMOZOLOMIDE	DASATINIB	A2058	1.6025	9	3	7	0
TEMOZOLOMIDE	DINACICLIB	A2058	1.8025	1	3	9	0
TEMOZOLOMIDE	ERLOTINIB	A2058	3.4975	6	3	1	0
TEMOZOLOMIDE	MK-2206	A2058	1.4375	5	3	0	0
TEMOZOLOMIDE	MK-4827	A2058	1.2775	8	3	2	0
TEMOZOLOMIDE	MK-5108	A2058	-2.9175	0	3	3	0
TEMOZOLOMIDE	MK-8669	A2058	-0.5625000000000001	3	3	4	0
TEMOZOLOMIDE	OXALIPLATIN	A2058	2.515	6	3	7	0
TEMOZOLOMIDE	SN-38	A2058	1.4325	0	3	0	0
TEMOZOLOMIDE	TOPOTECAN	A2058	-0.3350000000000001	2	3	4	0
TOPOTECAN	BEZ-235	A2058	0.4575	1	4	3	0
TOPOTECAN	DINACICLIB	A2058	2.7875	3	4	9	0
VINBLASTINE	AZD1775	A2058	2.995	3	5	2	0
VINBLASTINE	BEZ-235	A2058	2.5975	0	5	3	0
VINBLASTINE	BORTEZOMIB	A2058	3.4600000000000004	2	5	4	0
VINBLASTINE	DASATINIB	A2058	-2.6899999999999995	7	5	7	0
VINBLASTINE	DINACICLIB	A2058	-2.03	4	5	9	0
VINBLASTINE	GELDANAMYCIN	A2058	0.2324999999999999	4	5	3	0
VINBLASTINE	LAPATINIB	A2058	2.1375	3	5	6	0
VINBLASTINE	MK-5108	A2058	0.8274999999999999	2	5	3	0
VINBLASTINE	MK-8669	A2058	1.1	7	5	4	0
VINBLASTINE	PD325901	A2058	-2.005	7	5	9	0
VINBLASTINE	ZOLINZA	A2058	1.035	7	5	7	0
VINORELBINE	ABT-888	A2058	0.1549999999999999	6	6	1	0
VINORELBINE	AZD1775	A2058	-3.3275	7	6	2	0
VINORELBINE	BEZ-235	A2058	0.095	5	6	3	0
VINORELBINE	BORTEZOMIB	A2058	-1.3625000000000005	1	6	4	0
VINORELBINE	DASATINIB	A2058	-2.0925	8	6	7	0
VINORELBINE	DINACICLIB	A2058	0.7224999999999999	1	6	9	0
VINORELBINE	ERLOTINIB	A2058	0.4349999999999999	6	6	1	0
VINORELBINE	GELDANAMYCIN	A2058	0.77	3	6	3	0
VINORELBINE	LAPATINIB	A2058	-0.1250000000000001	6	6	6	0
VINORELBINE	MK-2206	A2058	-2.3175	7	6	0	0
VINORELBINE	MK-8669	A2058	-1.3475	9	6	4	0
VINORELBINE	SORAFENIB	A2058	1.4874999999999998	3	6	1	0
VINORELBINE	SUNITINIB	A2058	0.1524999999999999	6	6	2	0
VINORELBINE	ZOLINZA	A2058	-2.965	6	6	7	0
ZOLINZA	DINACICLIB	A2058	-1.295	3	7	9	0
ZOLINZA	MK-4827	A2058	3.5424999999999995	7	7	2	0
ZOLINZA	MK-5108	A2058	3.54	1	7	3	0
CARBOPLATIN	PD325901	A2058	-4.845000000000001	0	5	9	0
DEXAMETHASONE	MK-4827	A2058	-5.685	0	8	2	0
DEXAMETHASONE	TEMOZOLOMIDE	A2058	-4.73	6	8	3	0
DOXORUBICIN	MK-4827	A2058	-6.0475	2	0	2	0
DOXORUBICIN	MK-5108	A2058	-6.0375000000000005	4	0	3	0
DOXORUBICIN	MK-8669	A2058	-3.91	7	0	4	0
DOXORUBICIN	TEMOZOLOMIDE	A2058	-4.6375	5	0	3	0
METHOTREXATE	ABT-888	A2058	-8.9225	9	8	1	0
METHOTREXATE	BEZ-235	A2058	-11.19	8	8	3	0
METHOTREXATE	BORTEZOMIB	A2058	-5.04	4	8	4	0
METHOTREXATE	GELDANAMYCIN	A2058	-10.7175	5	8	3	0
METHOTREXATE	L778123	A2058	-4.930000000000001	8	8	5	0
METHOTREXATE	LAPATINIB	A2058	-3.96	7	8	6	0
METHOTREXATE	MK-4827	A2058	-7.9975	8	8	2	0
METHOTREXATE	MK-5108	A2058	-9.15	7	8	3	0
METHOTREXATE	MK-8669	A2058	-7.9825	8	8	4	0
METHOTREXATE	MK-8776	A2058	-4.3175	9	8	5	0
METHOTREXATE	PD325901	A2058	-6.465	1	8	9	0
METHOTREXATE	SUNITINIB	A2058	-5.5600000000000005	5	8	2	0
METHOTREXATE	TEMOZOLOMIDE	A2058	-12.05	3	8	3	0
METHOTREXATE	ZOLINZA	A2058	-10.34	2	8	7	0
MITOMYCINE	ERLOTINIB	A2058	-14.405	9	9	1	0
MITOMYCINE	SORAFENIB	A2058	-34.255	6	9	1	0
MK-4541	METHOTREXATE	A2058	-7.84	6	1	8	0
MK-4541	MK-8776	A2058	-4.005	4	1	5	0
MK-4541	OXALIPLATIN	A2058	-3.6525	5	1	7	0
MK-4541	PACLITAXEL	A2058	-5.2775	4	1	8	0
MK-4541	VINBLASTINE	A2058	-7.117500000000001	6	1	5	0
MK-4541	VINORELBINE	A2058	-7.065	1	1	6	0
MK-4827	ABT-888	A2058	-7.684999999999999	7	2	1	0
MK-4827	BEZ-235	A2058	-4.34	3	2	3	0
MK-5108	MK-8776	A2058	-5.6775	1	3	5	0
PACLITAXEL	MK-4827	A2058	-4.0375	8	8	2	0
VINBLASTINE	ABT-888	A2058	-10.415	0	5	1	0
VINBLASTINE	MK-2206	A2058	-7.6075	4	5	0	0
VINBLASTINE	MK-4827	A2058	-3.525	0	5	2	0
VINBLASTINE	MK-8776	A2058	-5.279999999999999	3	5	5	0
VINBLASTINE	TEMOZOLOMIDE	A2058	-11.42	1	5	3	0
VINORELBINE	MK-4827	A2058	-11.8825	2	6	2	0
VINORELBINE	MK-5108	A2058	-9.8325	2	6	3	0
VINORELBINE	MK-8776	A2058	-6.9975000000000005	2	6	5	0
VINORELBINE	PD325901	A2058	-6.04	3	6	9	0
VINORELBINE	TEMOZOLOMIDE	A2058	-5.7700000000000005	9	6	3	0
5-FU	ABT-888	A2780	9.3675	9	0	1	1
5-FU	AZD1775	A2780	14.955	2	0	2	1
5-FU	DASATINIB	A2780	11.37	4	0	7	1
5-FU	ERLOTINIB	A2780	14.84	3	0	1	1
5-FU	LAPATINIB	A2780	14.585	2	0	6	1
5-FU	MK-2206	A2780	7.524999999999999	9	0	0	1
5-FU	MK-4827	A2780	6.7625	7	0	2	1
5-FU	MK-5108	A2780	6.93	9	0	3	1
5-FU	MK-8669	A2780	6.78	0	0	4	1
5-FU	MK-8776	A2780	7.9625	1	0	5	1
5-FU	PD325901	A2780	7.967499999999999	5	0	9	1
5-FU	SORAFENIB	A2780	4.88	1	0	1	1
5-FU	SUNITINIB	A2780	9.64	6	0	2	1
5-FU	TEMOZOLOMIDE	A2780	5.4675	7	0	3	1
5-FU	ZOLINZA	A2780	6.6275	6	0	7	1
ABT-888	BEZ-235	A2780	15.114999999999998	5	1	3	1
ABT-888	DINACICLIB	A2780	6.1425	5	1	9	1
ABT-888	GELDANAMYCIN	A2780	8.389999999999999	1	1	3	1
ABT-888	MK-8776	A2780	15.605	1	1	5	1
ABT-888	OXALIPLATIN	A2780	14.45	9	1	7	1
ABT-888	SN-38	A2780	18.45	9	1	0	1
ABT-888	SORAFENIB	A2780	9.8775	2	1	1	1
ABT-888	TOPOTECAN	A2780	10.8025	7	1	4	1
AZD1775	ABT-888	A2780	10.155	8	2	1	1
AZD1775	BEZ-235	A2780	12.535	0	2	3	1
AZD1775	DASATINIB	A2780	19.5325	4	2	7	1
AZD1775	DINACICLIB	A2780	5.9275	0	2	9	1
AZD1775	ERLOTINIB	A2780	8.7675	1	2	1	1
AZD1775	GELDANAMYCIN	A2780	4.58	0	2	3	1
AZD1775	LAPATINIB	A2780	13.655	7	2	6	1
AZD1775	MK-2206	A2780	13.29	5	2	0	1
AZD1775	MK-4827	A2780	9.24	5	2	2	1
AZD1775	MK-5108	A2780	6.8575	3	2	3	1
AZD1775	MK-8669	A2780	13.81	9	2	4	1
AZD1775	MK-8776	A2780	30.69	2	2	5	1
AZD1775	OXALIPLATIN	A2780	8.555	2	2	7	1
AZD1775	PD325901	A2780	14.405	3	2	9	1
AZD1775	SN-38	A2780	8.6075	2	2	0	1
AZD1775	SORAFENIB	A2780	5.890000000000001	5	2	1	1
AZD1775	TOPOTECAN	A2780	6.09	4	2	4	1
BEZ-235	DINACICLIB	A2780	6.8100000000000005	0	3	9	1
BEZ-235	MK-8776	A2780	12.805	2	3	5	1
BEZ-235	OXALIPLATIN	A2780	7.629999999999999	4	3	7	1
BEZ-235	SN-38	A2780	7.3475	5	3	0	1
BEZ-235	SORAFENIB	A2780	3.95	8	3	1	1
BORTEZOMIB	BEZ-235	A2780	6.984999999999999	5	4	3	1
BORTEZOMIB	DASATINIB	A2780	5.915	8	4	7	1
BORTEZOMIB	MK-8776	A2780	6.3025	4	4	5	1
BORTEZOMIB	OXALIPLATIN	A2780	8.65	7	4	7	1
BORTEZOMIB	SORAFENIB	A2780	3.7375	8	4	1	1
BORTEZOMIB	TOPOTECAN	A2780	5.32	7	4	4	1
CARBOPLATIN	ABT-888	A2780	17.195	1	5	1	1
CARBOPLATIN	AZD1775	A2780	12.5475	9	5	2	1
CARBOPLATIN	BEZ-235	A2780	10.6225	2	5	3	1
CARBOPLATIN	BORTEZOMIB	A2780	5.6	2	5	4	1
CARBOPLATIN	DASATINIB	A2780	14.9325	8	5	7	1
CARBOPLATIN	DINACICLIB	A2780	6.7375	9	5	9	1
CARBOPLATIN	ERLOTINIB	A2780	9.745	4	5	1	1
CARBOPLATIN	GELDANAMYCIN	A2780	5.8925	6	5	3	1
CARBOPLATIN	LAPATINIB	A2780	12.545	3	5	6	1
CARBOPLATIN	MK-2206	A2780	8.84	8	5	0	1
CARBOPLATIN	MK-4827	A2780	7.8075	2	5	2	1
CARBOPLATIN	MK-5108	A2780	14.2275	7	5	3	1
CARBOPLATIN	MK-8669	A2780	11.25	8	5	4	1
CARBOPLATIN	MK-8776	A2780	14.7475	4	5	5	1
CARBOPLATIN	PD325901	A2780	10.0	5	5	9	1
CARBOPLATIN	SUNITINIB	A2780	8.675	4	5	2	1
CARBOPLATIN	TEMOZOLOMIDE	A2780	9.4875	0	5	3	1
CARBOPLATIN	ZOLINZA	A2780	15.8425	0	5	7	1
CYCLOPHOSPHAMIDE	ABT-888	A2780	10.552499999999998	6	6	1	1
CYCLOPHOSPHAMIDE	AZD1775	A2780	5.675000000000001	7	6	2	1
CYCLOPHOSPHAMIDE	BEZ-235	A2780	12.46	4	6	3	1
CYCLOPHOSPHAMIDE	DASATINIB	A2780	9.3725	1	6	7	1
CYCLOPHOSPHAMIDE	ERLOTINIB	A2780	5.4225	7	6	1	1
CYCLOPHOSPHAMIDE	L778123	A2780	6.8925	8	6	5	1
CYCLOPHOSPHAMIDE	LAPATINIB	A2780	4.7925	9	6	6	1
CYCLOPHOSPHAMIDE	MK-2206	A2780	9.8775	8	6	0	1
CYCLOPHOSPHAMIDE	MK-4827	A2780	7.387499999999999	8	6	2	1
CYCLOPHOSPHAMIDE	MK-5108	A2780	4.6675	7	6	3	1
CYCLOPHOSPHAMIDE	MK-8669	A2780	9.85	2	6	4	1
CYCLOPHOSPHAMIDE	MK-8776	A2780	8.667499999999999	5	6	5	1
CYCLOPHOSPHAMIDE	SORAFENIB	A2780	4.755	3	6	1	1
CYCLOPHOSPHAMIDE	SUNITINIB	A2780	9.0625	8	6	2	1
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	A2780	10.5875	3	6	3	1
CYCLOPHOSPHAMIDE	ZOLINZA	A2780	6.005	2	6	7	1
DASATINIB	ABT-888	A2780	15.02	0	7	1	1
DASATINIB	BEZ-235	A2780	13.1475	9	7	3	1
DASATINIB	DINACICLIB	A2780	6.3375	4	7	9	1
DASATINIB	GELDANAMYCIN	A2780	6.065	8	7	3	1
DASATINIB	MK-8669	A2780	18.115	1	7	4	1
DASATINIB	MK-8776	A2780	19.9175	9	7	5	1
DASATINIB	OXALIPLATIN	A2780	6.477499999999999	9	7	7	1
DASATINIB	SN-38	A2780	17.247500000000002	9	7	0	1
DASATINIB	SORAFENIB	A2780	9.085	2	7	1	1
DASATINIB	TOPOTECAN	A2780	6.82	0	7	4	1
DEXAMETHASONE	ABT-888	A2780	5.6075	7	8	1	1
DEXAMETHASONE	AZD1775	A2780	5.2525	0	8	2	1
DEXAMETHASONE	BEZ-235	A2780	15.267500000000002	6	8	3	1
DEXAMETHASONE	DASATINIB	A2780	7.890000000000001	1	8	7	1
DEXAMETHASONE	ERLOTINIB	A2780	4.62	4	8	1	1
DEXAMETHASONE	L778123	A2780	5.3025	5	8	5	1
DEXAMETHASONE	LAPATINIB	A2780	6.550000000000001	0	8	6	1
DEXAMETHASONE	MK-2206	A2780	8.0975	6	8	0	1
DEXAMETHASONE	MK-4827	A2780	8.4175	4	8	2	1
DEXAMETHASONE	MK-5108	A2780	3.8075	8	8	3	1
DEXAMETHASONE	MK-8669	A2780	7.5975	5	8	4	1
DEXAMETHASONE	MK-8776	A2780	6.63	3	8	5	1
DEXAMETHASONE	PD325901	A2780	7.18	8	8	9	1
DEXAMETHASONE	SUNITINIB	A2780	7.1925	4	8	2	1
DEXAMETHASONE	ZOLINZA	A2780	6.262499999999999	7	8	7	1
DINACICLIB	MK-8776	A2780	4.96	7	9	5	1
DOXORUBICIN	ABT-888	A2780	8.84	5	0	1	1
DOXORUBICIN	AZD1775	A2780	6.285	7	0	2	1
DOXORUBICIN	BORTEZOMIB	A2780	4.3325000000000005	6	0	4	1
DOXORUBICIN	DASATINIB	A2780	6.35	4	0	7	1
DOXORUBICIN	ERLOTINIB	A2780	5.7925	2	0	1	1
DOXORUBICIN	LAPATINIB	A2780	7.905	9	0	6	1
DOXORUBICIN	MK-8776	A2780	5.12	8	0	5	1
DOXORUBICIN	PD325901	A2780	5.9175	0	0	9	1
DOXORUBICIN	TEMOZOLOMIDE	A2780	5.4575000000000005	2	0	3	1
DOXORUBICIN	ZOLINZA	A2780	4.6125	7	0	7	1
ERLOTINIB	ABT-888	A2780	10.765	1	1	1	1
ERLOTINIB	BEZ-235	A2780	13.267499999999998	5	1	3	1
ERLOTINIB	DASATINIB	A2780	11.29	6	1	7	1
ERLOTINIB	DINACICLIB	A2780	6.875	8	1	9	1
ERLOTINIB	GELDANAMYCIN	A2780	5.605	6	1	3	1
ERLOTINIB	MK-8669	A2780	14.5375	6	1	4	1
ERLOTINIB	MK-8776	A2780	21.595	2	1	5	1
ERLOTINIB	PD325901	A2780	12.255	1	1	9	1
ERLOTINIB	SN-38	A2780	18.505000000000003	9	1	0	1
ERLOTINIB	SORAFENIB	A2780	7.12	2	1	1	1
ERLOTINIB	TOPOTECAN	A2780	11.41	4	1	4	1
ETOPOSIDE	ABT-888	A2780	7.6875	6	2	1	1
ETOPOSIDE	AZD1775	A2780	5.6425	7	2	2	1
ETOPOSIDE	BORTEZOMIB	A2780	3.865	3	2	4	1
ETOPOSIDE	DASATINIB	A2780	8.865	1	2	7	1
ETOPOSIDE	ERLOTINIB	A2780	7.5	2	2	1	1
ETOPOSIDE	LAPATINIB	A2780	10.5075	0	2	6	1
ETOPOSIDE	MK-2206	A2780	4.3925	7	2	0	1
ETOPOSIDE	MK-8776	A2780	6.28	1	2	5	1
ETOPOSIDE	PD325901	A2780	6.0275	6	2	9	1
ETOPOSIDE	TEMOZOLOMIDE	A2780	4.9125	8	2	3	1
ETOPOSIDE	ZOLINZA	A2780	4.775	8	2	7	1
GELDANAMYCIN	BEZ-235	A2780	6.5225	6	3	3	1
GELDANAMYCIN	MK-8776	A2780	6.237500000000001	9	3	5	1
GELDANAMYCIN	OXALIPLATIN	A2780	6.9175	8	3	7	1
GELDANAMYCIN	SN-38	A2780	5.4075	2	3	0	1
GEMCITABINE	AZD1775	A2780	4.725	3	4	2	1
GEMCITABINE	MK-8776	A2780	6.815	3	4	5	1
L778123	ABT-888	A2780	7.0775	6	5	1	1
L778123	AZD1775	A2780	11.0675	0	5	2	1
L778123	BEZ-235	A2780	3.7075	4	5	3	1
L778123	DASATINIB	A2780	12.22	3	5	7	1
L778123	ERLOTINIB	A2780	7.725	3	5	1	1
L778123	GELDANAMYCIN	A2780	4.63	2	5	3	1
L778123	LAPATINIB	A2780	9.02	1	5	6	1
L778123	MK-2206	A2780	10.1025	2	5	0	1
L778123	MK-5108	A2780	7.380000000000001	0	5	3	1
L778123	MK-8776	A2780	10.62	6	5	5	1
L778123	OXALIPLATIN	A2780	4.327500000000001	0	5	7	1
L778123	PD325901	A2780	9.265	4	5	9	1
L778123	SUNITINIB	A2780	5.329999999999999	0	5	2	1
L778123	TEMOZOLOMIDE	A2780	6.404999999999999	2	5	3	1
L778123	VINORELBINE	A2780	3.7625	9	5	6	1
L778123	ZOLINZA	A2780	5.0	5	5	7	1
LAPATINIB	ABT-888	A2780	12.84	8	6	1	1
LAPATINIB	BEZ-235	A2780	14.4275	1	6	3	1
LAPATINIB	BORTEZOMIB	A2780	6.0825	0	6	4	1
LAPATINIB	DASATINIB	A2780	19.9425	3	6	7	1
LAPATINIB	DINACICLIB	A2780	6.050000000000001	5	6	9	1
LAPATINIB	ERLOTINIB	A2780	9.3125	3	6	1	1
LAPATINIB	GELDANAMYCIN	A2780	6.4725	4	6	3	1
LAPATINIB	MK-2206	A2780	15.79	7	6	0	1
LAPATINIB	MK-4827	A2780	11.495	5	6	2	1
LAPATINIB	MK-5108	A2780	11.1875	9	6	3	1
LAPATINIB	MK-8669	A2780	15.482500000000002	3	6	4	1
LAPATINIB	MK-8776	A2780	14.8775	4	6	5	1
LAPATINIB	OXALIPLATIN	A2780	6.1975	1	6	7	1
LAPATINIB	PD325901	A2780	15.995	3	6	9	1
LAPATINIB	SN-38	A2780	22.6625	7	6	0	1
LAPATINIB	SORAFENIB	A2780	7.6375	5	6	1	1
LAPATINIB	TOPOTECAN	A2780	8.9025	5	6	4	1
METFORMIN	ABT-888	A2780	4.4375	5	7	1	1
METFORMIN	AZD1775	A2780	12.0525	9	7	2	1
METFORMIN	BEZ-235	A2780	13.0	7	7	3	1
METFORMIN	DASATINIB	A2780	10.9225	8	7	7	1
METFORMIN	ERLOTINIB	A2780	6.607500000000001	7	7	1	1
METFORMIN	L778123	A2780	4.967499999999999	7	7	5	1
METFORMIN	LAPATINIB	A2780	7.157500000000001	3	7	6	1
METFORMIN	MK-2206	A2780	11.79	9	7	0	1
METFORMIN	MK-4827	A2780	9.74	2	7	2	1
METFORMIN	MK-5108	A2780	9.355	0	7	3	1
METFORMIN	MK-8669	A2780	11.245	4	7	4	1
METFORMIN	MK-8776	A2780	8.5	2	7	5	1
METFORMIN	SORAFENIB	A2780	6.8100000000000005	4	7	1	1
METFORMIN	SUNITINIB	A2780	12.3275	1	7	2	1
METFORMIN	ZOLINZA	A2780	6.647500000000001	3	7	7	1
METHOTREXATE	TEMOZOLOMIDE	A2780	6.28	9	8	3	1
MITOMYCINE	ABT-888	A2780	6.0475	3	9	1	1
MITOMYCINE	AZD1775	A2780	6.647500000000001	0	9	2	1
MITOMYCINE	DASATINIB	A2780	8.235	3	9	7	1
MITOMYCINE	LAPATINIB	A2780	8.942499999999999	3	9	6	1
MITOMYCINE	MK-2206	A2780	4.9975	6	9	0	1
MITOMYCINE	MK-8669	A2780	4.022500000000001	1	9	4	1
MITOMYCINE	MK-8776	A2780	9.2575	8	9	5	1
MITOMYCINE	PD325901	A2780	3.94	9	9	9	1
MITOMYCINE	TEMOZOLOMIDE	A2780	4.2875	7	9	3	1
MITOMYCINE	ZOLINZA	A2780	5.285	2	9	7	1
MK-2206	ABT-888	A2780	25.6075	8	0	1	1
MK-2206	BEZ-235	A2780	12.5725	4	0	3	1
MK-2206	BORTEZOMIB	A2780	12.3775	1	0	4	1
MK-2206	DASATINIB	A2780	21.5725	9	0	7	1
MK-2206	ERLOTINIB	A2780	14.845	9	0	1	1
MK-2206	GELDANAMYCIN	A2780	13.18	2	0	3	1
MK-2206	MK-8669	A2780	10.025	0	0	4	1
MK-2206	MK-8776	A2780	14.4225	5	0	5	1
MK-2206	OXALIPLATIN	A2780	7.08	2	0	7	1
MK-2206	PD325901	A2780	22.86	8	0	9	1
MK-2206	SN-38	A2780	8.205	8	0	0	1
MK-2206	SORAFENIB	A2780	7.4725	8	0	1	1
MK-2206	TOPOTECAN	A2780	5.845	0	0	4	1
MK-4541	5-FU	A2780	10.27	0	1	0	1
MK-4541	ABT-888	A2780	12.98	7	1	1	1
MK-4541	AZD1775	A2780	6.535	1	1	2	1
MK-4541	BEZ-235	A2780	14.0675	6	1	3	1
MK-4541	CARBOPLATIN	A2780	11.115	0	1	5	1
MK-4541	CYCLOPHOSPHAMIDE	A2780	5.5	6	1	6	1
MK-4541	DASATINIB	A2780	13.27	1	1	7	1
MK-4541	DEXAMETHASONE	A2780	3.97	8	1	8	1
MK-4541	DINACICLIB	A2780	6.504999999999999	6	1	9	1
MK-4541	DOXORUBICIN	A2780	7.342499999999999	7	1	0	1
MK-4541	ERLOTINIB	A2780	28.4425	0	1	1	1
MK-4541	ETOPOSIDE	A2780	5.23	5	1	2	1
MK-4541	GELDANAMYCIN	A2780	8.895	6	1	3	1
MK-4541	L778123	A2780	8.6525	0	1	5	1
MK-4541	LAPATINIB	A2780	12.7175	7	1	6	1
MK-4541	METFORMIN	A2780	5.2825	1	1	7	1
MK-4541	METHOTREXATE	A2780	4.7875	3	1	8	1
MK-4541	MITOMYCINE	A2780	4.9375	3	1	9	1
MK-4541	MK-2206	A2780	15.4875	1	1	0	1
MK-4541	MK-4827	A2780	10.677499999999998	6	1	2	1
MK-4541	MK-5108	A2780	4.01	1	1	3	1
MK-4541	MK-8669	A2780	18.43	7	1	4	1
MK-4541	MK-8776	A2780	9.5225	8	1	5	1
MK-4541	MRK-003	A2780	11.27	6	1	6	1
MK-4541	OXALIPLATIN	A2780	8.885	5	1	7	1
MK-4541	PACLITAXEL	A2780	4.11	9	1	8	1
MK-4541	PD325901	A2780	13.9875	9	1	9	1
MK-4541	SN-38	A2780	8.407499999999999	8	1	0	1
MK-4541	SORAFENIB	A2780	5.78	1	1	1	1
MK-4541	SUNITINIB	A2780	6.5975	5	1	2	1
MK-4541	TEMOZOLOMIDE	A2780	3.6975	4	1	3	1
MK-4541	TOPOTECAN	A2780	10.635	9	1	4	1
MK-4541	ZOLINZA	A2780	7.6625	1	1	7	1
MK-4827	BEZ-235	A2780	5.06	2	2	3	1
MK-4827	BORTEZOMIB	A2780	3.97	4	2	4	1
MK-4827	DASATINIB	A2780	12.2425	5	2	7	1
MK-4827	DINACICLIB	A2780	6.2175	9	2	9	1
MK-4827	ERLOTINIB	A2780	7.145	0	2	1	1
